rank,symbol,name,exch_name,sector,industry,country,mcap_eur_m,price,currency,overall,fund_score,ai_score,pillar_quality,pillar_growth,pillar_balance,pillar_valuation,pe_ttm,pe_fwd,ev_ebitda,ev_rev,pb,ps,earnings_yield,fwd_earnings_yield,fcf_yield,div_yield,payout,analyst_upside,n_analysts,rec_key,roe,roa,gm,om,nm,rev_growth,eps_growth,nd_ebitda,net_cash_eur_m,debt_equity,current_ratio,rev_eur_m,employees,rev_emp_keur,insider_pct,beta,w52_change,adv_eur_k,coverage,ai_base,ai_note,dup_class
1218,ALTRA.ST,Altra Fastigheter AB (publ),Stockholm,Real Estate,Real Estate Services,Sweden,1315.81899,76.25,SEK,45.4,49.0,38.6,67.1,33.4,9.1,58.3,17.48853,,16.397,10.587,0.8826,4.08934,0.05718,,0.05425,0.0393,0.6537,0.13836,5.0,strong_buy,0.05227,0.03345,0.69437,0.65692,0.25183,0.002,,10.06283,-2090.49571,1.41382,0.121,321.76812,121,2659.24064,0.22863,1.792,-0.14518,2535.44883,0.92,40,Real estate — asset returns dominate; admin automation marginal,False
1219,GCOR.ST,Gaming Corps AB (publ),Stockholm,Consumer Cyclical,Gambling,Sweden,7.85687,0.596,SEK,45.4,34.7,65.2,4.8,90.5,35.8,31.7,,59.6,-3.119,1.672,10.64286,1.6004,-0.4698,0.01678,-0.44599,,0.0,,,none,,-1.00848,-0.02575,-0.56584,-0.67699,0.435,,,-0.35086,0.78014,1.058,4.90933,33,148.76752,0.31452,0.252,-0.6275,5.313,0.75,70,"Gaming/betting — risk, personalisation and CRM are data problems",False
1220,AEP,"American Electric Power Company, Inc.",USA,Utilities,Utilities - Regulated Electric,United States,62817.31786,132.14,USD,45.3,46.1,43.8,61.7,50.5,13.3,41.5,19.51846,19.26436,13.605,5.544,2.25985,3.20501,0.05123,0.05191,-0.09671,0.0288,0.5562,0.10453,21.0,buy,0.12585,0.03169,0.47243,0.23738,0.16289,0.102,0.067,5.6112,-44813.82349,1.57099,0.526,19599.71217,17581,1114.82351,0.00023,0.504,0.21743,562917.74433,1.0,48,Utilities — grid optimisation inside a regulated envelope,False
1221,AWK,"American Water Works Company, Inc.",USA,Utilities,Utilities - Regulated Water,United States,23052.01013,135.11,USD,45.3,44.4,47.1,66.6,38.6,13.4,37.9,23.99822,20.57784,14.778,8.052,2.39052,5.06904,0.04167,0.0486,-0.07188,0.0265,0.5869,0.03552,11.0,hold,0.10217,0.0351,0.60826,0.33223,0.21172,0.057,-0.048,5.47461,-13565.06631,1.4233,0.37,4547.6088,7000,649.6584,0.00117,0.599,-0.05412,244794.01544,1.0,48,Utilities — grid optimisation inside a regulated envelope,False
1222,CBRE,"CBRE Group, Inc.",USA,Real Estate,Real Estate Services,United States,36062.33967,140.96,USD,45.3,46.9,42.2,43.3,81.0,28.0,37.8,32.18265,15.86317,23.172,1.208,4.84499,0.97804,0.03107,0.06304,0.02652,,0.0,0.24858,12.0,buy,0.15597,0.02717,0.18501,0.0265,0.03109,0.186,0.981,4.05318,-7790.78329,1.13689,1.083,36871.8897,155000,237.88316,0.00505,1.205,-0.00339,278679.22967,1.0,40,Real estate — asset returns dominate; admin automation marginal,False
1223,GPG.ST,Genova Property Group AB (publ),Stockholm,Real Estate,Real Estate Services,Sweden,157.86908,37.5,SEK,45.3,47.5,41.1,65.4,47.8,6.4,47.0,6.88073,12.97578,27.928,17.527,0.57788,3.24346,0.14533,0.07707,0.00904,0.0245,0.1615,0.26667,2.0,none,0.07107,0.01783,0.73929,0.59184,0.49534,-0.12,0.869,20.52522,-626.94928,1.74355,0.32,48.67309,53,918.36021,0.69026,0.973,-0.07862,28.67702,1.0,40,Real estate — asset returns dominate; admin automation marginal,False
1224,FARON.HE,Faron Pharmaceuticals Oy,Helsinki,Healthcare,Biotechnology,Finland,99.51329,0.4905,EUR,45.3,32.4,69.2,34.4,,21.6,35.4,,-2.725,-3.416,52.36,-3.02778,76.0805,-0.44852,-0.36697,-0.11395,,0.0,1.87971,4.0,none,,-0.85319,1.0,-6.38991,0.0,,,,-12.363,,0.838,1.308,33,39.63636,0.16445,1.12,-0.79172,288.89518,0.58,60,"Biotech — discovery upside, binary science risk dominates",False
1225,REALFI.ST,Realfiction Holding AB (publ),Stockholm,Technology,Computer Hardware,Sweden,6.17188,2.84,SEK,45.3,28.6,76.4,21.4,19.1,45.2,35.2,,,-4.191,16.906,1.60361,16.20877,-0.36268,,-0.16007,,0.0,,,none,-0.56682,-0.20897,0.54844,-6.59309,0.0,-0.072,,,-0.26539,0.31212,0.834,0.38077,10,38.0774,0.45175,0.817,-0.5896,8.63909,0.83,74,Hardware — AI demand pull plus design productivity,False
1226,NIDHOG.ST,Nidhogg Resources Holding AB (publ),Stockholm,Healthcare,Biotechnology,Sweden,0.44598,0.478,SEK,45.3,36.1,62.3,49.1,,39.9,19.0,,,,4047.407,2.40201,4920.406,-0.1046,,,,0.0,,,none,,,1.0,-1369.0,0.0,,,,0.07913,,1.154,9e-05,,,0.72268,3.656,-0.761,3.86956,0.33,60,"Biotech — discovery upside, binary science risk dominates",False
1227,CAST.ST,Castellum AB (publ),Stockholm,Real Estate,Real Estate - Development,Sweden,5361.28259,130.55,SEK,45.2,48.5,39.1,64.3,49.7,38.3,34.4,23.3542,14.29901,17.233,11.633,0.79544,5.93875,0.04282,0.06993,-0.12276,0.019,0.2218,0.02643,11.0,hold,0.03486,0.02698,0.69759,0.63061,0.26908,-0.24,2.569,8.43519,-5140.49457,0.74806,1.804,902.76343,481,1876.84704,0.30322,1.471,0.12543,17628.90418,1.0,40,Real estate — asset returns dominate; admin automation marginal,False
1228,VETT.ST,Vetted Assets AB,Stockholm,Consumer Cyclical,Internet Retail,Sweden,17.6804,5.03,SEK,45.2,29.8,73.9,13.5,2.8,39.0,62.1,,,-13.893,0.737,,1.27741,-0.11928,,0.06784,,0.0,,,none,-0.91801,-0.18951,0.20928,-0.26249,-0.84448,-0.525,,,1.60685,,1.139,13.84083,57,242.82163,0.27266,-3.128,2.33113,134.89209,0.75,82,"E-commerce — recommendation, logistics and support automation",False
1229,HEGR.ST,Hedera Group AB (publ),Stockholm,Industrials,Staffing & Employment Services,Sweden,1.46802,0.474,SEK,45.2,33.8,66.5,18.7,8.6,44.3,62.9,,,-4.025,0.074,0.16003,0.03214,-0.88608,,0.7619,,0.0,,,none,-0.11124,-0.02844,-0.00055,0.00671,-0.02254,-0.094,-0.938,,-1.89435,0.27075,0.717,45.67467,45,1014.99258,0.73938,0.319,-0.47624,4.51282,0.92,85,Staffing — matching and admin are directly AI-automatable,False
1230,D,"Dominion Energy, Inc.",USA,Utilities,Utilities - Regulated Electric,United States,54589.27413,71.04,USD,45.1,45.6,44.1,60.9,53.0,15.4,37.9,20.95575,18.62006,14.55,6.871,2.21778,3.58075,0.04772,0.05371,-0.15922,0.0376,0.7876,-0.00995,12.0,hold,0.09787,0.03086,0.47263,0.28751,0.16929,0.231,-0.102,6.29393,-45311.83217,1.54901,0.777,15245.19258,15200,1002.9732,0.00124,0.636,0.23141,440950.86648,1.0,48,Utilities — grid optimisation inside a regulated envelope,False
1231,EVRG,"Evergy, Inc.",USA,Utilities,Utilities - Regulated Electric,United States,17237.75963,85.59,USD,45.1,45.5,44.4,59.4,50.2,12.9,42.4,22.7633,18.77657,12.787,5.909,1.94253,3.27147,0.04393,0.05326,-0.05584,0.0325,0.7247,0.06856,12.0,buy,0.08867,0.02897,0.52331,0.21916,0.14627,0.05,0.185,5.68995,-13855.04744,1.55555,0.446,5269.11,4691,1123.23812,0.00191,0.524,0.23936,155736.64756,1.0,48,Utilities — grid optimisation inside a regulated envelope,False
1232,KIM,Kimco Realty Corporation,USA,Real Estate,REIT - Retail,United States,15390.27924,26.12,USD,45.1,49.4,37.1,62.6,52.7,19.9,46.4,30.02299,30.16166,19.754,11.988,1.69555,8.14943,0.03331,0.03315,0.04761,0.0398,1.1724,0.01205,23.0,buy,0.05858,0.0232,0.68961,0.34428,0.28537,0.04,0.294,6.20555,-7111.92889,0.78788,0.486,1888.50968,710,2659.87279,0.02196,0.969,0.20814,108824.31947,1.0,38,REIT — financial asset; minimal AI operating leverage,False
1233,VOLCAR-B.ST,Volvo Car AB (publ.),Stockholm,Consumer Cyclical,Auto Manufacturers,Sweden,5070.63592,18.87,SEK,45.1,42.2,50.6,36.4,10.4,58.6,61.9,5.99048,,1.787,0.183,0.37377,0.16896,0.16693,,-0.14159,,0.0,0.06326,11.0,hold,0.03648,0.03776,0.19067,0.00843,0.02823,-0.169,,0.14576,-446.7591,0.30833,1.006,30011.6275,39700,755.96039,0.79677,0.997,0.00533,6337.26616,0.92,60,Autos — autonomy optionality against capital intensity,False
1234,ALVO-SDB.ST,Alvotech SDB,Stockholm,Healthcare,Drug Manufacturers - Specialty & Generic,Luxembourg,1022.37341,33.35,SEK,45.1,36.8,60.4,60.4,4.3,34.3,32.2,,,11.74716,2.17878,-3.82719,2.08199,,,-0.0791,,,0.49925,1.0,none,,0.03839,0.61534,0.09131,-0.14364,-0.202,-0.99,13.36757,-1217.45645,,1.755,491.05699,1279,383.93823,0.0,0.192,-0.61085,128.80182,0.75,62,Pharma — AI aids discovery but cycles are long and regulated,False
1235,VISC.ST,Gruvaktiebolaget Viscaria,Stockholm,Basic Materials,Other Industrial Metals & Mining,Sweden,392.08632,15.0,SEK,45.1,43.5,48.1,40.4,28.2,72.5,42.7,,-11.45038,-39.256,9.247,1.17555,15.23171,-0.05333,-0.08733,-0.21891,,0.0,,,none,-0.05143,-0.01468,1.0,-0.21154,-0.42077,-0.015,,,88.69923,0.00763,1.304,25.74145,53,485.68771,0.13738,0.682,-0.06832,1198.81823,0.83,44,Mining/metals — process optimisation at the margin,False
1236,SFOODS.HE,Solar Foods Oyj,Helsinki,Basic Materials,Specialty Chemicals,Finland,151.9069,5.06,EUR,45.1,34.4,64.9,30.4,10.3,48.2,48.2,,-10.54167,-42.051,29.441,10.88172,33.37389,-0.09289,-0.09486,-0.01049,,0.0,-0.07609,2.0,none,-0.66869,-0.16651,1.0,-2.8615,-2.53041,-0.17,,,-8.87517,1.46545,2.562,4.55167,56,81.2798,0.62987,,-0.12,64.18104,0.83,55,Chemicals — formulation R&D and process control,False
1237,NNH.ST,New Nordic Healthbrands AB (publ),Stockholm,Consumer Defensive,Packaged Foods,Sweden,6.79447,12.1,SEK,45.0,40.9,52.6,43.1,17.9,51.1,48.6,28.13954,,10.118,0.188,0.73516,0.13267,0.03554,,0.00725,0.0207,0.0,,,none,0.02655,0.02126,0.6374,-0.01138,0.00474,-0.079,,2.96008,-2.80962,0.38891,1.513,51.21406,78,656.59052,0.605,1.039,-0.44495,9.41763,0.92,55,Consumer staples — demand forecasting and trade-spend optimisation,False
1238,USWE.ST,Uswe Sports AB (publ),Stockholm,Consumer Cyclical,Leisure,Sweden,6.72721,10.4,SEK,45.0,40.0,54.2,34.1,12.5,74.1,48.3,,,13.736,0.548,1.10146,0.53903,-0.03269,,0.08221,,0.0,,,none,-0.03541,-0.0099,0.54075,-0.01773,-0.01759,-0.136,,0.21658,-0.10777,0.05671,1.567,12.48025,21,594.29771,0.74486,-0.188,-0.26241,2.40186,0.92,58,Leisure — dynamic pricing and personalisation,False
1239,NICO.ST,Nicoccino Holding AB (publ),Stockholm,Consumer Defensive,Tobacco,Sweden,3.35504,1.2,SEK,45.0,38.2,57.6,22.6,96.0,2.9,35.5,,,-9.748,53.87,10.16949,36.07739,-0.28333,,-0.39229,,0.0,,,none,-1.1866,-0.19152,0.62573,-5.84871,0.0,1.022,,,-1.65461,5.43147,0.21,0.093,2,46.49776,0.70778,-0.17,0.17647,0.2332,0.83,48,Tobacco — limited AI surface,False
1240,AES,The AES Corporation,USA,Utilities,Utilities - Diversified,United States,9202.97867,14.77,USD,44.9,47.5,40.0,45.1,78.2,10.9,48.2,7.69271,6.20708,12.921,3.885,2.38303,0.84354,0.12999,0.16111,-0.28149,0.0477,0.3666,0.01557,8.0,hold,0.0526,0.02714,0.193,0.18742,0.10819,0.087,9.511,8.03009,-26344.67703,2.59603,0.73,10909.89227,8336,1308.76827,0.00576,0.942,0.07889,128361.15259,1.0,48,Utilities — grid optimisation inside a regulated envelope,False
1241,EXC,Exelon Corporation,USA,Utilities,Utilities - Regulated Electric,United States,41355.37222,46.26,USD,44.9,45.7,43.3,57.1,43.6,17.6,47.8,16.94505,15.22948,11.863,3.948,1.61466,1.90969,0.05901,0.06566,-0.05932,0.0363,0.5934,0.06884,18.0,hold,0.09764,0.0284,0.42641,0.223,0.11212,0.079,-0.003,6.12535,-44146.31572,1.74794,0.939,21655.52872,20000,1082.77644,0.0007,0.405,0.05786,351678.22667,1.0,48,Utilities — grid optimisation inside a regulated envelope,False
1242,INVH,Invitation Homes Inc.,USA,Real Estate,REIT - Residential,United States,15632.71659,30.12,USD,44.9,49.3,36.7,58.7,44.7,33.6,49.2,31.70527,45.17503,17.857,9.589,1.96798,6.43743,0.03154,0.02214,0.05707,0.0398,1.2421,0.08263,23.0,buy,0.06193,0.02469,0.57181,0.24277,0.20964,0.092,-0.037,5.84299,-7619.25333,0.97038,1.497,2428.40988,1725,1407.77385,0.0034,0.843,-0.06051,146114.38594,1.0,38,REIT — financial asset; minimal AI operating leverage,False
1243,TITA-B.ST,Titania Holding AB (publ),Stockholm,Real Estate,Real Estate - Development,Sweden,54.03333,7.2,SEK,44.9,47.2,40.6,68.5,47.2,4.9,43.4,2.0,,149.514,39.954,0.3615,5.95823,0.5,,-0.00244,,0.0,,,none,0.18712,0.00236,0.79137,0.29734,2.75398,0.464,-0.764,127.21748,-308.30042,2.22014,0.385,9.06869,7,1295.52774,0.61288,1.544,-0.14081,9.53188,1.0,40,Real estate — asset returns dominate; admin automation marginal,False
1244,GARO.ST,Garo Aktiebolag (publ),Stockholm,Industrials,Electrical Equipment & Parts,Sweden,51.30162,11.32,SEK,44.9,36.7,60.2,34.3,19.2,43.2,47.8,,8.44776,16.691,0.801,1.10052,0.5523,-0.06184,0.11837,0.16544,,0.0,0.32509,1.0,none,-0.06556,0.0209,0.45433,-0.05404,-0.03396,-0.071,,5.18699,-23.13105,0.52907,1.576,92.88675,375,247.69799,0.46875,1.381,-0.44099,61.02635,0.92,60,"Electrical — electrification tailwind, moderate AI angle",False
1245,BLINC-B.ST,BlincVision AB,Stockholm,Technology,Electronic Components,Sweden,20.64934,0.1018,SEK,44.9,33.9,65.4,3.1,38.8,87.7,39.7,,,-5.505,28.086,4.42609,30.64979,-0.09823,,-0.13036,,0.0,,,none,-1.27685,-0.4196,-1.67631,-4.3317,0.0,0.022,,,1.73719,0.13199,3.029,0.67372,17,39.63053,0.16007,1.65,0.01394,324.41162,0.83,68,Components — factory automation and quality inspection,False
1246,GM,General Motors Company,USA,Consumer Cyclical,Auto Manufacturers,United States,59926.80035,76.07,USD,44.8,42.6,48.9,37.7,24.4,21.6,70.8,27.76277,5.36764,9.567,0.948,1.09505,0.37151,0.03602,0.1863,0.32755,0.0095,0.2299,0.25997,26.0,buy,0.04015,0.02688,0.11142,0.0936,0.01376,-0.009,-0.158,5.70563,-91175.83604,1.99048,1.152,161305.12476,156000,1034.00721,0.00179,1.309,0.42962,507546.86425,1.0,60,Autos — autonomy optionality against capital intensity,False
1247,SO,The Southern Company,USA,Utilities,Utilities - Regulated Electric,United States,93863.16353,95.3,USD,44.8,44.9,44.5,61.9,43.6,13.5,41.7,24.3734,19.37973,13.256,6.139,2.89402,3.56029,0.04103,0.0516,-0.03677,0.0319,0.757,0.06451,19.0,hold,0.10991,0.03237,0.48003,0.25819,0.14459,0.08,-0.008,5.36883,-65548.46998,1.90431,0.65,26363.89877,29502,893.6309,0.00098,0.332,0.00538,478174.9328,1.0,48,Utilities — grid optimisation inside a regulated envelope,False
1248,HOLM-B.ST,Holmen AB (publ),Stockholm,Basic Materials,Paper & Paper Products,Sweden,4322.33821,310.8,SEK,44.8,44.9,44.5,47.2,18.1,63.3,50.9,17.57918,14.89933,15.069,2.338,0.87266,2.13797,0.05689,0.06712,0.02256,0.0306,0.5367,0.09931,9.0,hold,0.04946,0.01611,0.47151,0.11584,0.12307,-0.084,-0.167,1.29096,-404.97463,0.11108,1.295,2021.70068,3500,577.62877,0.22305,0.245,-0.15864,9697.24019,1.0,46,Paper — process/energy optimisation in a commodity market,False
1249,CANDLE-B.ST,Candles Scandinavia AB (publ),Stockholm,Consumer Defensive,Household & Personal Products,Sweden,33.6558,37.4,SEK,44.8,40.5,52.7,34.9,95.8,31.2,14.8,,,33.559,0.913,2.51142,0.73628,-0.0631,,,,0.0,0.44385,1.0,none,,,0.44167,-0.10784,-0.04749,0.975,,6.50569,-8.09344,0.68576,1.124,45.71082,110,415.55291,,0.732,0.20645,7.81371,0.67,55,Staples — marketing and supply-chain optimisation,False
1250,BOUL.ST,Boule Diagnostics AB (publ),Stockholm,Healthcare,Medical Devices,Sweden,12.14328,3.45,SEK,44.8,33.7,65.4,46.4,12.8,24.2,37.6,,3.0531,8.868,0.768,0.78125,0.29043,-0.0087,0.32754,-0.04292,,0.0,0.10145,1.0,none,-0.01637,0.0596,0.4299,0.02941,-0.00597,-0.132,,5.19848,-18.8257,1.2996,1.071,41.811,200,209.055,0.35312,,-0.47409,13.25991,0.92,66,Devices — embedded intelligence differentiates hardware,False
1251,HEIM-PREF.ST,Heimstaden AB (publ),Stockholm,Real Estate,Real Estate Services,Sweden,,21.4,SEK,44.8,47.3,40.3,61.7,34.1,12.9,56.4,0.24386,,24.955,14.982,0.16932,,4.10079,,,,,,,none,0.05268,0.01882,0.63737,0.5644,0.18057,0.004,,15.74498,-15501.24591,1.12469,0.547,1639.92974,1818,902.05156,0.0,1.392,0.29697,83.46993,0.83,40,Real estate — asset returns dominate; admin automation marginal,False
1252,SIVE.ST,Sivers Semiconductors AB (publ),Stockholm,Technology,Semiconductors,Sweden,896.47424,33.48,SEK,44.7,31.1,69.9,11.3,8.2,66.8,51.6,,-167.4,-82.554,36.518,11.21232,34.15762,-0.0227,-0.00597,-0.00275,,0.0,-0.70281,4.0,none,-0.20529,-0.083,-0.02444,-0.67205,-0.74379,-0.215,,,-13.65928,0.19073,1.501,26.24522,132,198.82743,0.08436,-0.513,7.29123,55109.8199,0.83,78,Semis — rides the AI capex cycle and design automation,False
1253,SLOTT-B.ST,Slottsviken Fastighetsaktiebola,Stockholm,Real Estate,Real Estate - Diversified,Sweden,4.71322,26.0,SEK,44.7,47.0,40.4,65.5,53.9,15.1,36.8,16.88312,,18.115,7.813,1.15412,3.82916,0.05923,,-0.19258,0.0046,0.0649,,,none,0.08034,0.02168,0.75567,0.36168,0.22813,0.013,0.485,8.52126,-4.5237,1.0702,0.48,1.23088,1,1230.8763,0.6748,0.352,-0.39252,0.60329,1.0,40,Real estate — asset returns dominate; admin automation marginal,False
1254,PROVIT.ST,Provide IT Sweden AB (publ),Stockholm,Technology,Software - Application,Sweden,0.31733,0.525,SEK,44.6,25.6,80.0,21.9,13.2,42.1,29.9,,,-1.33,0.129,1.875,0.14921,-0.59048,,-0.53991,,0.0,,,none,-0.7121,-0.15049,0.3145,0.02079,-0.08814,-0.127,,,0.04197,0.82781,1.319,2.12666,,,0.53898,-0.498,-0.59302,0.75961,0.83,92,Software economics — AI compounds both the product and dev productivity,False
1255,MPOS.ST,Micropos Medical AB (publ),Stockholm,,,Sweden,,1.345,SEK,44.6,36.0,60.5,24.3,1.9,69.5,55.8,,,-11.556,38.658,32.80488,0.0,-0.09368,,,,,,,none,-1.26756,-0.60437,0.79679,-7.94482,0.0,-0.662,,,0.27881,,1.959,0.63302,12,52.75131,0.49972,0.083,-0.39259,10.22344,0.67,50,No sector data — neutral,False
1256,CVX,Chevron Corporation,USA,Energy,Oil & Gas Integrated,United States,326052.24805,187.38,USD,44.5,46.1,41.5,49.2,24.5,57.4,51.3,32.70157,15.00746,10.982,2.241,2.01688,2.00918,0.03058,0.06663,0.03156,0.038,1.2038,0.14206,23.0,buy,0.06638,0.0346,0.42421,0.07312,0.05927,0.023,-0.445,1.05791,-35036.24354,0.23989,1.094,162281.04383,43039,3770.55796,0.04727,0.488,0.25187,1549712.93233,1.0,48,Oil & gas — commodity price dominates; ops optimisation real but capped,False
1257,NETEL.ST,Netel Holding AB (publ),Stockholm,Industrials,Engineering & Construction,Sweden,13.52097,3.075,SEK,44.5,35.3,61.7,27.2,20.2,17.2,63.9,,1.23992,-21.967,0.437,0.15522,0.05395,-0.97886,0.8065,0.19189,,0.0,,,none,-0.14279,-0.01515,0.38119,-0.00689,-0.06618,-0.063,,,-95.9866,1.28326,0.652,250.61656,770,325.47605,0.3953,1.107,-0.70029,25.32763,0.83,66,"Engineering — design, tendering and site planning automate",False
1258,APTA.ST,Aptahem AB (publ),Stockholm,Healthcare,Biotechnology,Sweden,1.36332,0.58,SEK,44.5,31.8,68.2,35.9,15.4,44.0,31.9,,,-2.433,5.44,0.18436,5.97326,-0.36207,,-0.45178,,0.0,,,none,-0.09062,-0.05496,1.0,-2.42087,-2.32891,-0.104,,,0.12182,,1.233,0.22824,2,114.11837,0.2599,0.596,-0.47273,2.07144,0.75,60,"Biotech — discovery upside, binary science risk dominates",False
1259,CMS,CMS Energy Corporation,USA,Utilities,Utilities - Regulated Electric,United States,19878.36214,73.65,USD,44.4,45.0,43.4,56.5,54.0,15.2,40.4,20.3453,17.64482,13.933,4.814,2.46165,2.579,0.04915,0.05667,-0.09501,0.031,0.6079,0.09883,14.0,buy,0.10372,0.03131,0.40546,0.19817,0.12548,0.116,0.089,6.20276,-16518.17352,1.89842,0.842,7707.78129,8350,923.08758,0.00549,0.342,0.01938,207454.435,1.0,48,Utilities — grid optimisation inside a regulated envelope,False
1260,NESTE.HE,Neste Oyj,Helsinki,Energy,Oil & Gas Refining & Marketing,Finland,24792.48179,32.27,EUR,44.4,47.6,38.4,48.9,41.5,50.6,48.6,34.69893,15.3527,15.53,1.48,3.22088,1.29384,0.02882,0.06514,0.04793,0.0062,0.2151,-0.07018,19.0,buy,0.09587,0.043,0.16413,0.13306,0.03742,0.029,,1.95235,-3565.00006,0.6765,1.586,19161.99936,4891,3917.80809,0.46219,0.57,1.48709,38088.76505,0.92,48,Oil & gas — commodity price dominates; ops optimisation real but capped,False
1261,VPLAY-B.ST,Viaplay Group AB (publ),Stockholm,Communication Services,Entertainment,Sweden,568.75984,1.385,SEK,44.4,37.4,57.4,19.4,80.4,17.9,39.6,,-23.08333,25.172,0.593,2.74802,0.3376,-0.23105,-0.04332,0.18422,,0.0,0.08303,1.0,strong_buy,-0.57153,0.00681,0.14236,-0.00947,-0.08404,0.207,,12.67352,-503.13653,3.46804,1.243,1684.70537,1277,1319.2681,0.62463,1.342,0.61047,1672.55796,0.92,72,Entertainment — content pipeline productivity,False
1262,ACG1V.HE,Aspocomp Group Oyj,Helsinki,Technology,Electronic Components,Finland,38.54194,5.12,EUR,44.4,32.2,67.1,36.4,11.8,69.9,22.2,,10.44898,29.083,1.079,2.03822,1.02685,-0.00391,0.0957,-0.01307,,0.0,-0.02344,1.0,none,-0.00647,0.0016,0.47474,0.02127,-0.00301,-0.06,-0.8,1.43216,-1.995,0.2236,2.417,37.534,172,218.22093,0.59844,0.631,0.024,27.66336,1.0,68,Components — factory automation and quality inspection,False
1263,BLDR,"Builders FirstSource, Inc.",USA,Industrials,Building Products & Equipment,United States,6978.58817,74.26,USD,44.3,41.6,49.4,40.6,15.7,35.9,62.8,28.34351,12.42774,10.912,0.889,1.99399,0.53895,0.03528,0.08047,0.08024,,0.0,0.32225,21.0,buy,0.06958,0.03397,0.29888,0.00502,0.01967,-0.101,,4.29963,-4537.62822,1.32159,1.759,12948.42561,28000,462.44377,0.02696,1.418,-0.39081,169378.6336,0.92,54,Building products — configure-to-order automation,False
1264,WEC,"WEC Energy Group, Inc.",USA,Utilities,Utilities - Regulated Electric,United States,32257.88216,113.35,USD,44.3,45.2,42.7,60.3,50.1,15.2,39.4,22.71543,18.89028,15.164,5.913,2.70984,3.66105,0.04402,0.05294,-0.05598,0.0336,0.7275,0.09763,18.0,buy,0.11679,0.03044,0.41764,0.28953,0.16239,0.09,0.079,5.66362,-19459.2212,1.53184,0.679,8811.09046,7000,1258.72721,0.00154,0.46,0.04682,206634.22792,1.0,48,Utilities — grid optimisation inside a regulated envelope,False
1265,IRIS.ST,Irisity AB (publ),Stockholm,Industrials,Security & Protection Services,Sweden,7.73085,0.222,SEK,44.3,32.7,65.9,6.7,24.5,47.8,61.0,,-0.12472,-0.826,1.02,0.3284,0.85647,-0.67568,-8.01802,0.41586,,0.0,,,none,-0.46098,-0.24134,-0.08072,-1.90486,-1.75007,-0.033,,,-1.47995,0.06979,0.429,9.02637,52,173.58396,0.60024,1.837,-0.39011,47.261,0.83,72,"Security services — monitoring scales with AI, guarding less so",False
1266,EQIX,"Equinix, Inc.",USA,Real Estate,REIT - Specialty,United States,87891.37079,1020.0,USD,44.2,47.1,38.9,62.5,60.9,24.0,31.4,70.44199,52.81327,28.63,12.869,7.03565,10.56023,0.0142,0.01893,0.02709,0.0193,1.3299,0.17613,29.0,buy,0.10059,0.03495,0.51606,0.24343,0.14928,0.121,0.2,5.13171,-19198.68391,1.62961,1.178,8322.86611,13716,606.7998,0.00271,0.971,0.29246,527236.37718,1.0,38,REIT — financial asset; minimal AI operating leverage,False
1267,FG.ST,Fasadgruppen Group AB (publ),Stockholm,Industrials,Engineering & Construction,Sweden,159.82262,20.2,SEK,44.2,32.8,65.3,34.0,11.3,24.8,49.7,,3.13178,11.958,0.602,0.53329,0.33469,-0.13861,0.31931,0.10209,,0.0,0.23762,3.0,buy,-0.07641,0.01206,0.48006,-0.00794,-0.03143,-0.152,,7.81983,-188.03947,1.15692,1.159,477.53106,2005,238.1701,0.20847,0.919,-0.35048,188.95681,0.92,66,"Engineering — design, tendering and site planning automate",False
1268,MOS,The Mosaic Company,USA,Basic Materials,Agricultural Inputs,United States,6145.5589,22.13,USD,44.1,44.3,43.7,29.1,72.9,46.1,42.1,158.07143,11.81054,6.356,1.019,0.5959,0.56591,0.00633,0.08467,-0.0412,0.0398,6.2857,0.22862,19.0,buy,0.00594,0.02,0.13308,0.00791,0.00362,0.144,,2.74984,-4788.48781,0.4819,1.246,10859.65483,13249,819.65845,0.00341,0.825,-0.37715,174431.46423,0.92,52,Agri inputs — precision-ag data services,False
1269,SW,Smurfit Westrock Plc,USA,Consumer Cyclical,Packaging & Containers,Ireland,20299.33424,44.3,USD,44.1,40.8,50.1,37.7,18.6,42.4,58.5,61.52777,13.18025,7.717,1.178,1.28488,0.74384,0.01625,0.07587,0.05855,0.0408,2.4232,0.24234,14.0,strong_buy,0.02113,0.03013,0.19027,0.06795,0.01217,0.007,-0.836,2.84717,-11865.71965,0.78831,1.443,27290.02057,97000,281.34042,0.00515,0.935,-0.02509,213545.44499,1.0,52,Packaging — plant automation and design,False
1270,SINCH.ST,Sinch AB (publ),Stockholm,Communication Services,Telecom Services,Sweden,2486.85723,39.06,SEK,44.1,36.1,59.0,31.9,18.5,38.7,51.5,84.91305,52.08,13.201,1.312,1.23717,1.01698,0.01178,0.0192,0.07205,,0.0,0.01446,8.0,buy,0.01509,0.01961,0.20082,0.02045,0.01364,-0.077,,2.88586,-701.27319,0.36472,0.71,2445.34699,4005,610.57353,0.29886,2.478,0.34969,9688.18297,0.92,70,"Telecom — network ops and service automation, capital-heavy core",False
